Zone géographique,Entreprise,Sous-catégorie,ID commande,Nom du client,Région,Nom du produit,Mode d'expédition,Pays,Remise,Grand public,Taux de remise,Catégorie,ID produit,Date d'expédition,Quantité,Profit,ID,Vente,Date de commande,ID client,Ville,Entreprise individuelle
Sud,0,Papier,ES-2011-2287259,Verney Bordeleau,Madrid,"Eaton Organiseur, Multicolore",Tarif normal,Espagne,0,0,TR1,Fournitures de bureau,FOU-PA-10003150,21-Nov-14,6,60.66,3761,131.94,17-Nov-14,VB-21475,Madrid,1
Centre,0,Chaises,IT-2011-3270900,Arthur Leduc,Hollande-Septentrionale,"Hon Dessous de siège, Réglable",Prioritaire,Pays-Bas,0.5,1,TR2,Mobilier,MOB-CH-10002683,01-Dec-14,3,-45.27,6702,87.03,30-Nov-14,AL-10840,Amsterdam,0
Nord,0,Étiquettes,ES-2011-4146320,Adeline Houde,Écosse,"Novimex Étiquettes d'expédition, Rouge",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-ÉT-10000708,09-Apr-14,3,16.2,8783,32.4,04-Apr-14,AH-10015,Édimbourg,0
Nord,0,Étiquettes,ES-2011-1818378,Aubry Édouard,Oslo,"Hon Étiquettes arrondies, Blanc",Tarif normal,Norvège,0,0,TR1,Fournitures de bureau,FOU-ÉT-10003606,08-Sep-14,4,10.92,8639,26.64,03-Sep-14,AÉ-11170,Oslo,1
Centre,0,Téléphones,ES-2011-3192576,Aubrey Dumont,Rhénanie-du-Nord-Westphalie,"Cisco Amplificateur de signal, Taille réelle",J+2,Allemagne,0,1,TR1,Produits technologiques,PRO-TÉ-10004339,13-Apr-14,2,9.18,1911,306.24,11-Apr-14,AD-11260,Bonn,0
Centre,0,Papier,ES-2011-1831867,Francis Guédry,Hambourg,"Eaton Organiseur, Multicolore",Prioritaire,Allemagne,0,1,TR1,Fournitures de bureau,FOU-PA-10003150,28-Dec-14,4,40.44,8832,87.96,27-Dec-14,FG-14575,Hambourg,0
Centre,1,Classeurs,ES-2011-3746760,Faustine Busson,Rhénanie-du-Nord-Westphalie,"Cardinal Classeur, Clair",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-CL-10000504,01-Feb-14,10,3.9,4439,132.9,25-Jan-14,FB-14215,Menden,0
Centre,0,Photocopieurs,ES-2011-1579115,Matilda Garreau,Hambourg,"Brother Télécopieur et photocopieur, Numérique",Tarif normal,Allemagne,0,1,TR1,Produits technologiques,PRO-PH-10003768,21-Aug-14,1,26.73,7243,191.13,15-Aug-14,MG-17575,Hambourg,0
Centre,0,Téléphones,ES-2011-3592923,Hughes Primeau,Île-de-France,"Samsung Dispositif audio, Emballage en vrac",Tarif normal,France,0.15,0,TR1,Produits technologiques,PRO-TÉ-10003100,11-Oct-14,4,73.368,9690,567.528,04-Oct-14,HP-15760,Montreuil,1
Centre,0,Stockage,IT-2011-2876489,Céline Saindon,Île-de-France,"Eldon Chariot, Métal",Tarif normal,France,0.1,1,TR1,Fournitures de bureau,FOU-ST-10001172,08-Jul-14,7,-71.232,1617,799.848,04-Jul-14,CS-12415,Drancy,0
Sud,0,Tables,ES-2011-4359424,Dounia Leclerc,Murcie,"Bevis Table d'enseignement, Noir",Tarif normal,Espagne,0.6,1,TR2,Mobilier,MOB-TA-10002298,15-Jan-14,2,-341.736,5756,267.984,11-Jan-14,DL-13570,Murcie,0
Nord,1,Classeurs,IT-2011-5515844,Marie Charron,Stockholm,"Acco Machine à relier, Recyclé",Prioritaire,Suède,0.5,0,TR2,Fournitures de bureau,FOU-CL-10001585,03-Dec-14,7,-90.195,950,180.075,01-Dec-14,MC-17170,Stockholm,0
Centre,1,Photocopieurs,IT-2011-4488946,Éloïse Deschênes,Bavière,"Brother Télécopieur sans fil, Livré par deux",Le même jour,Allemagne,0,0,TR1,Produits technologiques,PRO-PH-10003579,02-Feb-14,1,140.13,3217,378.81,02-Feb-14,ÉD-13840,Rosenheim,0
Centre,0,Classeurs,IT-2011-1521406,Adrien Turcotte,Brabant-Septentrional,"Wilson Jones Renforts de perforations, Économique",J+2,Pays-Bas,0.5,1,TR2,Fournitures de bureau,FOU-CL-10002891,25-May-14,2,-0.030000000,2175,4.53,21-May-14,AT-10090,Bréda,0
Sud,0,Stockage,ES-2011-2543443,Gaspard DeGrasse,Communauté Valencienne,"Eldon Boîte, Bleu",J+2,Espagne,0.1,1,TR1,Fournitures de bureau,FOU-ST-10002992,19-Feb-14,1,1.614,6578,9.234,14-Feb-14,GD-14920,Elda,0
Sud,0,Art,ES-2011-4606457,Roger Givry,Catalogne,"BIC Carnet de croquis, Métal",Prioritaire,Espagne,0,0,TR1,Fournitures de bureau,FOU-AR-10001361,15-Aug-14,2,32.94,8757,99.84,12-Aug-14,RG-19810,Tarragone,1
Centre,1,Classeurs,ES-2011-1196075,Karel Cyr,Île-de-France,"Acco Onglets, Durable",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-CL-10002449,13-Dec-14,5,23.1,9227,50.4,08-Dec-14,KC-16300,Argenteuil,0
Sud,1,Photocopieurs,IT-2011-4233239,Alexandrie Lanctot,Lisbonne,"Hewlett Télécopieur sans fil, Livré par deux",Tarif normal,Portugal,0.5,0,TR2,Produits technologiques,PRO-PH-10000815,30-Jan-14,3,-216.765,5933,570.285,26-Jan-14,AL-10405,Lisbonne,0
Centre,0,Téléphones,ES-2011-4919091,Alaïa Perrault,Île-de-France,"Apple Smartphone, Tailles assorties",J+2,France,0.15,1,TR1,Produits technologiques,PRO-TÉ-10001898,12-Nov-14,6,52.965,1684,643.365,09-Nov-14,AP-10240,Paris,0
Centre,0,Classeurs,ES-2011-2367994,Tereza Lizotte,Nord-Pas-de-Calais-Picardie,"Avery Couverture de classeur, Durable",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-CL-10003798,11-Feb-14,4,6.48,2276,50.28,07-Feb-14,TL-20905,Boulogne-sur-Mer,0
Centre,0,Meubles,ES-2011-2069466,Donatien Du Trieux,Hesse,"Deflect-O Butée de porte, Noir",J+2,Allemagne,0,1,TR1,Mobilier,MOB-ME-10003803,12-Sep-14,2,3.48,9552,87.9,10-Sep-14,DD-13615,Offenbach,0
Centre,0,Classeurs,IT-2011-4711868,Prunella Patenaude,Schleswig-Holstein,"Wilson Jones Perforatrice, Clair",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10002523,06-Nov-14,5,38.4,9943,137.25,01-Nov-14,PP-19330,Norderstedt,0
Nord,0,Stockage,ES-2011-5743387,Charles LeBatelier,Angleterre,"Tenex Plateaux, Taille réelle",Le même jour,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-ST-10000202,06-Jul-14,2,41.22,7448,108.48,06-Jul-14,CL-12520,Rochdale,0
Centre,0,Étiquettes,IT-2011-2306373,Benjamin Gabriaux,Brabant-Septentrional,"Harbour Creations Étiquettes légales, Durable",J+2,Pays-Bas,0.5,1,TR2,Fournitures de bureau,FOU-ÉT-10001157,30-Mar-14,3,-11.61,5063,17.01,25-Mar-14,BG-11725,Helmond,0
Centre,0,Machines,ES-2011-1591803,Gregory Gousse,Île-de-France,"Konica Calculatrice, Rouge",J+2,France,0.15,1,TR1,Produits technologiques,PRO-MA-10002259,12-Aug-14,6,70.218,949,248.778,08-Aug-14,GG-15295,Fontenay-aux-Roses,0
Centre,0,Classeurs,ES-2011-4342226,Charline Lajoie,Hesse,"Cardinal Couverture de classeur, Clair",Le même jour,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10001473,09-Feb-14,7,20.79,4550,80.22,09-Feb-14,CL-12565,Francfort-sur-le-Main,0
Centre,0,Électroménager,ES-2011-2846240,Javier Lavallée,Hollande-Septentrionale,"Hoover Moulin à café, Argent",J+2,Pays-Bas,0.5,1,TR2,Fournitures de bureau,FOU-ÉL-10003100,18-Sep-14,5,-38.25,4818,173.85,16-Sep-14,JL-15925,Amsterdam,0
Centre,0,Téléphones,IT-2011-3203475,Aurélie Echeverri,Hollande-Septentrionale,"Motorola Casque, Bleu",Tarif normal,Pays-Bas,0.5,1,TR2,Produits technologiques,PRO-TÉ-10004301,04-Mar-14,3,-40.68,4414,119.61,26-Feb-14,AE-11425,Zaanstad,0
Centre,1,Étiquettes,ES-2011-5464858,Julienne Duperré,Haute-Autriche,"Hon Étiquettes légales, Ajustable",Prioritaire,Autriche,0,0,TR1,Fournitures de bureau,FOU-ÉT-10002141,12-Oct-14,8,11.04,1423,70.08,10-Oct-14,JD-16240,Linz,0
Nord,0,Bibliothèques,ES-2011-2302372,Harriette Duhamel,Angleterre,"Ikea Armoire, Noir",Le même jour,Royaume-Uni,0,1,TR1,Mobilier,MOB-BI-10001272,15-Aug-14,3,12.87,2794,431.37,15-Aug-14,HD-15565,Bolton,0
Sud,0,Classeurs,ES-2011-3353574,Paulette Paré,Toscane,"Avery Couverture de classeur, Recyclé",Tarif normal,Italie,0,1,TR1,Fournitures de bureau,FOU-CL-10000117,26-Feb-14,2,8.22,2371,22.86,22-Feb-14,PP-18895,Grosseto,0
Centre,0,Électroménager,IT-2011-3410434,Honoré Bergeron,Rhénanie-du-Nord-Westphalie,"Hoover Plaque de cuisson, Blanc",Tarif normal,Allemagne,0.1,1,TR1,Fournitures de bureau,FOU-ÉL-10004333,30-Nov-14,4,-113.364,1471,2039.796,26-Nov-14,HB-15670,Menden,0
Nord,1,Classeurs,ES-2011-4272488,Adonia Camus,Angleterre,"Avery Couverture de classeur, Clair",Tarif normal,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-CL-10001681,14-Dec-14,1,2.4,6089,10.53,09-Dec-14,AC-10075,Nottingham,0
Centre,0,Photocopieurs,ES-2011-5507767,Christian Monrency,Provence-Alpes-Côte d'Azur,"Hewlett Télécopieur, Numérique",Tarif normal,France,0.15,0,TR1,Produits technologiques,PRO-PH-10004706,06-Dec-14,6,594.216,3691,1629.756,29-Nov-14,CM-12790,La Seyne-sur-Mer,1
Centre,0,Art,ES-2011-3739047,Léone Desnoyer,Rhénanie-du-Nord-Westphalie,"Sanford Stylos, Tailles assorties",Prioritaire,Allemagne,0,1,TR1,Fournitures de bureau,FOU-AR-10003527,16-Mar-14,3,19.62,4531,42.84,14-Mar-14,LD-16525,Bonn,0
Centre,0,Chaises,IT-2011-1781238,Barry Lafontaine,Saxe,"Office Star Fauteuil, Rouge",Tarif normal,Allemagne,0.1,0,TR1,Mobilier,MOB-CH-10000050,07-Nov-14,3,-42.129,6011,1262.061,02-Nov-14,BL-11560,Leipzig,1
Nord,0,Classeurs,ES-2011-1273737,Peverell Veronneau,Angleterre,"Ibico Classeur, Économique",Tarif normal,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-CL-10002696,16-Oct-14,2,8.64,6675,30.96,11-Oct-14,PV-18985,Waterlooville,1
Sud,0,Fournitures,ES-2011-4915337,Georges Course,Sicile,"Stiletto Ciseaux, Bleu",Tarif normal,Italie,0,1,TR1,Fournitures de bureau,FOU-FO-10002259,06-Nov-14,3,12.96,7427,144.27,01-Nov-14,GC-15115,Messine,0
Centre,0,Art,IT-2011-2536577,Alaïa Perrault,Languedoc-Roussillon-Midi-Pyrénées,"BIC Surligneurs, Tailles assorties",J+2,France,0,1,TR1,Fournitures de bureau,FOU-AR-10004485,29-Jan-14,4,15.84,9300,88.44,26-Jan-14,AP-10240,Montpellier,0
Centre,1,Accessoires,ES-2011-4776761,Luce Plourde,Hambourg,"Memorex Clavier, Programmable",Tarif normal,Allemagne,0,0,TR1,Produits technologiques,PRO-AC-10001897,02-Sep-14,6,44.82,1343,280.26,27-Aug-14,LP-16855,Hambourg,0
Sud,1,Enveloppes,ES-2011-1690587,Amélie Aucoin,Lombardie,"GlobeWeis Enveloppe professionnelle, Recyclé",Prioritaire,Italie,0,0,TR1,Fournitures de bureau,FOU-EN-10004350,21-Jan-14,3,21.24,2099,48.42,19-Jan-14,AA-10600,Sesto San Giovanni,0
Centre,0,Téléphones,ES-2011-2736116,Clovis Davignon,Berlin,"Motorola Téléphone de bureau, Emballage en vrac",Tarif normal,Allemagne,0.1,0,TR1,Produits technologiques,PRO-TÉ-10004596,05-Jul-14,5,122.025,9051,323.325,28-Jun-14,CD-12940,Berlin,1
Nord,0,Électroménager,ES-2011-5729876,Seny Deniger,Angleterre,"Breville Plaque de cuisson, Blanc",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-ÉL-10003046,11-Sep-14,2,246.24,7275,1119.36,06-Sep-14,SD-20335,Dudley,0
Centre,0,Étiquettes,ES-2011-4614329,Vicky Poirier,Alsace-Champagne-Ardenne-Lorraine,"Novimex Étiquettes légales, Rouge",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-ÉT-10003986,31-Mar-14,2,4.08,3945,20.58,27-Mar-14,VP-21595,Colmar,0
Nord,0,Machines,ES-2011-2266607,Isabelle Rouze,Angleterre,"Okidata Jet d'encre, Blanc",Tarif normal,Royaume-Uni,0,1,TR1,Produits technologiques,PRO-MA-10004835,18-Apr-14,2,6.24,6598,625.02,14-Apr-14,IR-15820,Crewe,0
Centre,1,Téléphones,ES-2011-1406120,Mallory Goudreau,Hambourg,"Motorola Chargeur, Tailles assorties",Le même jour,Allemagne,0,0,TR1,Produits technologiques,PRO-TÉ-10002429,03-Dec-14,5,742.35,114,3227.7,03-Dec-14,MG-17035,Hambourg,0
Sud,1,Meubles,IT-2011-5643162,Lothaire Lampron,Porto,"Eldon Cadre, Durable",Prioritaire,Portugal,0.5,0,TR2,Mobilier,MOB-ME-10002594,12-May-14,3,-81.63,6820,169.92,09-May-14,LL-16690,Porto,0
Nord,0,Électroménager,ES-2011-3937871,Marcelle Cadieux,Angleterre,"KitchenAid Micro-ondes, Argent",J+2,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-ÉL-10004701,24-Aug-14,2,18.66,6580,622.14,22-Aug-14,MC-17140,Bristol,0
Centre,0,Électroménager,ES-2011-1657853,Daisy Migneault,Rhénanie-du-Nord-Westphalie,"Breville Moulin à café, Blanc",Prioritaire,Allemagne,0.1,1,TR1,Fournitures de bureau,FOU-ÉL-10001605,30-May-14,6,-25.2,929,324,27-May-14,DM-13165,Pulheim,0
Nord,1,Enveloppes,IT-2011-2159764,Honoré Gauvin,Angleterre,"Cameo Enveloppe kraft, Argent",Prioritaire,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-EN-10002073,08-Jun-14,4,57.6,1420,117.6,07-Jun-14,HG-15685,Worcester,0
Centre,1,Classeurs,ES-2011-5378520,Danielle Bourdette,Hambourg,"Ibico Renforts de perforations, Clair",Prioritaire,Allemagne,0,0,TR1,Fournitures de bureau,FOU-CL-10003739,13-Nov-14,4,9.96,7849,25.8,10-Nov-14,DB-13225,Hambourg,0
Centre,1,Art,ES-2011-1290469,Norbert Casgrain,Aquitaine-Limousin-Poitou-Charentes,"Boston Stylos, Métal",Prioritaire,France,0,0,TR1,Fournitures de bureau,FOU-AR-10003623,06-Apr-14,6,15.66,1158,92.88,04-Apr-14,NC-18280,Cognac,0
Centre,0,Accessoires,IT-2011-1877466,Fallon Grenier,Alsace-Champagne-Ardenne-Lorraine,"Logitech Clavier, Recyclé",Tarif normal,France,0.5,1,TR2,Produits technologiques,PRO-AC-10003725,06-Feb-14,2,-7.95,6259,44.13,02-Feb-14,FG-14185,Reims,0
Sud,0,Classeurs,ES-2011-5338028,Nicholas Tisserand,Piémont,"Avery Perforatrice, Recyclé",J+2,Italie,0,0,TR1,Fournitures de bureau,FOU-CL-10004615,01-Jan-15,7,0,2639,197.61,28-Dec-14,NT-18115,Turin,1
Nord,0,Téléphones,ES-2011-5707696,Delphine Loiselle,Angleterre,"Cisco Smartphone, Emballage en vrac",Tarif normal,Royaume-Uni,0,1,TR1,Produits technologiques,PRO-TÉ-10004608,26-Apr-14,5,228.6,5530,692.85,20-Apr-14,DL-13330,Lowestoft,0
Nord,0,Accessoires,ES-2011-3186072,Carol Busson,Angleterre,"Logitech Clé USB, Économique",Tarif normal,Royaume-Uni,0,1,TR1,Produits technologiques,PRO-AC-10002330,01-Oct-14,4,52.44,45,122.04,27-Sep-14,CB-12265,Littlehampton,0
Centre,0,Classeurs,ES-2011-1748043,Olivier Dandonneau,Bade-Wurtemberg,"Ibico Couverture de classeur, Clair",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10001376,12-Jun-14,3,2.7,4856,39.33,07-Jun-14,OD-18415,Mannheim,0
Sud,0,Téléphones,ES-2011-3528133,Adeline Houde,Sicile,"Apple Téléphone de bureau, Tailles assorties",Prioritaire,Italie,0.4,1,TR2,Produits technologiques,PRO-TÉ-10004482,24-Mar-14,2,13.596,2273,81.756,21-Mar-14,AH-10015,Marsala,0
Nord,0,Papier,ES-2011-5707696,Delphine Loiselle,Angleterre,"Eaton Papier à lettres, Multicolore",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-PA-10002173,26-Apr-14,4,89.4,5531,186.36,20-Apr-14,DL-13330,Lowestoft,0
Centre,0,Classeurs,ES-2011-4443251,Xarles Devost,Rhénanie-du-Nord-Westphalie,"Avery Couverture de classeur, Recyclé",Prioritaire,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10000117,13-Oct-14,3,12.33,6609,34.29,10-Oct-14,XD-21820,Troisdorf,0
Centre,1,Stockage,ES-2011-1351543,Blanca Lalonde,Rhénanie-Palatinat,"Smead Dossiers, Taille réelle",Tarif normal,Allemagne,0.1,0,TR1,Fournitures de bureau,FOU-ST-10003358,14-Oct-14,2,7.356,7959,31.536,10-Oct-14,BL-11830,Worms,0
Nord,0,Éléments de fixation,IT-2011-1765076,Quesnel Chrétien,Angleterre,"Stockwell Trombones, Par paquet de 12",Le même jour,Royaume-Uni,0.1,1,TR1,Fournitures de bureau,FOU-ÉL-10000567,15-Mar-14,2,8.256,7842,23.976,15-Mar-14,QC-19405,Londres,0
Nord,0,Papier,ES-2011-5220738,Charmille Dufresne,Angleterre,"Green Bar Fiches mémo, Recyclé",J+2,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-PA-10003863,23-Dec-14,3,9.09,68,50.58,21-Dec-14,CD-12640,Mansfield,0
Nord,0,Classeurs,ES-2011-3106999,Percy Echeverri,Angleterre,"Avery Classeur, Économique",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-CL-10004334,09-Nov-14,2,10.02,6116,25.8,04-Nov-14,PE-18940,Wolverhampton,0
Centre,0,Art,ES-2011-3104322,Félicien Brault,Aquitaine-Limousin-Poitou-Charentes,"Boston Stylos, Bleu",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-AR-10004722,29-Jan-14,5,1.35,9712,71.1,25-Jan-14,FB-14305,Cognac,0
Sud,1,Accessoires,ES-2011-1589842,Arthur Coupart,Sicile,"SanDisk Routeur, Économique",J+2,Italie,0,0,TR1,Produits technologiques,PRO-AC-10002898,15-May-14,4,399.84,822,1025.4,13-May-14,AC-10825,Messine,0
Nord,0,Art,IT-2011-5217561,Odo Michel,Angleterre,"Binney & Smith Surligneurs, Emballage en vrac",Tarif normal,Royaume-Uni,0.5,1,TR2,Fournitures de bureau,FOU-AR-10003353,29-Nov-14,3,-7.11,1195,25.29,25-Nov-14,OM-18385,Birmingham,0
Centre,0,Bibliothèques,ES-2011-1974768,Guillaume Coulombe,Vienne,"Sauder Armoire, Blanc",Tarif normal,Autriche,0,1,TR1,Mobilier,MOB-BI-10000820,22-Jun-14,2,138.72,6285,338.4,18-Jun-14,GC-15355,Vienne,0
Centre,0,Classeurs,ES-2011-2872060,Tereza Lizotte,Auvergne-Rhône-Alpes,"Cardinal Onglets, Durable",J+2,France,0,1,TR1,Fournitures de bureau,FOU-CL-10001906,29-Oct-14,9,36.18,3852,78.84,25-Oct-14,TL-20905,Clermont-Ferrand,0
Sud,0,Bibliothèques,ES-2011-3158300,Corette Marcoux,Sardaigne,"Dania Armoire, Blanc",J+2,Italie,0,1,TR1,Mobilier,MOB-BI-10002861,23-Mar-14,2,20.1,8012,287.94,21-Mar-14,CM-13015,Cagliari,0
Centre,0,Art,IT-2011-5989878,Romaine Echeverri,Brabant-Septentrional,"Sanford Carnet de croquis, Tailles assorties",Tarif normal,Pays-Bas,0.5,0,TR2,Fournitures de bureau,FOU-AR-10000793,23-Oct-14,3,-4.41,296,72.99,19-Oct-14,RE-19870,Helmond,1
Centre,0,Étiquettes,ES-2011-5158527,Fallon Mercier,Rhénanie-du-Nord-Westphalie,"Harbour Creations Étiquettes de dossier, Blanc",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-ÉT-10002777,08-May-14,4,10.8,8740,34.92,04-May-14,FM-14200,Moers,1
Centre,0,Stockage,ES-2011-5532122,Roger Givry,Rhénanie-du-Nord-Westphalie,"Tenex Rayonnage, Industriel",J+2,Allemagne,0.1,0,TR1,Fournitures de bureau,FOU-ST-10001588,03-Aug-14,2,9.912,8793,99.252,01-Aug-14,RG-19810,Leverkusen,1
Centre,0,Chaises,ES-2011-4942506,Fallon Grenier,Mecklembourg-Poméranie,"Hon Tabouret, Noir",J+2,Allemagne,0.1,1,TR1,Mobilier,MOB-CH-10004610,17-Aug-14,9,260.982,1214,1305.882,15-Aug-14,FG-14185,Schwerin,0
Centre,0,Machines,IT-2011-4264595,Valentine Perrault,Île-de-France,"StarTech Imprimante de cartes, Rouge",Tarif normal,France,0.15,1,TR1,Produits technologiques,PRO-MA-10002482,18-Dec-14,7,-44.9925,2603,955.8675,14-Dec-14,VP-21340,Rosny-sous-Bois,0
Sud,0,Bibliothèques,IT-2011-3461936,Armand Paquet,Piémont,"Dania Bibliothèque, Métal",Tarif normal,Italie,0,1,TR1,Mobilier,MOB-BI-10002537,09-Oct-14,2,101.64,887,242.1,03-Oct-14,AP-10900,Novare,0
Sud,0,Bibliothèques,ES-2011-5340910,Pascaline Proulx,Madrid,"Bush Étagères, Classique",Le même jour,Espagne,0,1,TR1,Mobilier,MOB-BI-10003392,21-Aug-14,3,92.43,3882,513.81,21-Aug-14,PP-18760,Madrid,0
Sud,0,Téléphones,ES-2011-4587082,Jérôme Lanctot,Communauté Valencienne,"Apple Dispositif audio, Emballage en vrac",Tarif normal,Espagne,0.1,1,TR1,Produits technologiques,PRO-TÉ-10004399,19-Sep-14,2,73.464,5930,300.564,15-Sep-14,JL-16090,Valence,0
Centre,0,Stockage,IT-2011-4599620,Pierre-Paul Brunault,Gueldre,"Fellowes Boîte, Industriel",J+2,Pays-Bas,0.5,1,TR2,Fournitures de bureau,FOU-ST-10000947,15-May-14,4,-36.36,4495,40.32,11-May-14,PB-19105,Apeldoorn,0
Centre,0,Éléments de fixation,IT-2011-3896198,Romain Lapresse,Alsace-Champagne-Ardenne-Lorraine,"OIC Punaises, Tailles assorties",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-ÉL-10004056,03-May-14,2,4.92,9593,24.72,27-Apr-14,RL-19840,Chaumont,0
Nord,0,Art,ES-2011-5729514,Josette Richard,Angleterre,"Sanford Surligneurs, Métal",Prioritaire,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-AR-10002892,03-Jul-14,2,14.28,2025,34.02,01-Jul-14,JR-16180,Coventry,0
Centre,0,Fournitures,ES-2011-5610862,Josette Richard,Rhénanie-du-Nord-Westphalie,"Kleencut Ciseaux, Rectangulaire",Prioritaire,Allemagne,0,1,TR1,Fournitures de bureau,FOU-FO-10001828,30-Mar-14,2,3,7501,37.98,29-Mar-14,JR-16180,Hamm,0
Centre,0,Papier,ES-2011-5263174,Davina Naudeau,Mecklembourg-Poméranie,"SanDisk Papier à lettres, Recyclé",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-PA-10000480,27-Mar-14,4,7.68,5158,193.32,23-Mar-14,DN-13270,Stralsund,1
Centre,1,Fournitures,IT-2011-5781543,Suzette Chenard,Overijssel,"Fiskars Cutter, Rectangulaire",J+2,Pays-Bas,0.5,0,TR2,Fournitures de bureau,FOU-FO-10004677,24-Jun-14,9,-52.38,6815,144.99,22-Jun-14,SC-20770,Zwolle,0
Centre,0,Tables,IT-2011-1044550,Fleur de Chateaub,Overijssel,"Barricks Table basse, Assemblé",Tarif normal,Pays-Bas,0.7,1,TR3,Mobilier,MOB-TA-10000751,20-Feb-14,3,-499.977,8634,272.673,15-Feb-14,Fd-14470,Hardenberg,0
Sud,1,Téléphones,IT-2011-2051710,Dexter Quenneville,Émilie-Romagne,"Motorola Dispositif audio, Emballage en vrac",J+2,Italie,0.4,0,TR2,Produits technologiques,PRO-TÉ-10000161,21-Nov-14,7,-133.728,7916,728.532,19-Nov-14,DQ-13420,Bologne,0
Sud,0,Machines,ES-2011-5273102,Jeanette Lagrange,Castille-et-León,"Okidata Calculatrice, Blanc",Tarif normal,Espagne,0.1,1,TR1,Produits technologiques,PRO-MA-10002002,25-Jun-14,9,-36.72,9046,410.67,18-Jun-14,JL-16015,Valladolid,0
Sud,0,Étiquettes,ES-2011-2542728,Simone Gadbois,Campanie,"Hon Étiquettes de dossier, Rouge",Tarif normal,Italie,0,0,TR1,Fournitures de bureau,FOU-ÉT-10003138,12-Nov-14,5,16.05,4912,42.3,08-Nov-14,SG-20425,Ercolano,1
Centre,0,Stockage,ES-2011-5658621,Simon Gaillard,Rhénanie-du-Nord-Westphalie,"Rogers Plateaux, Industriel",Tarif normal,Allemagne,0.1,0,TR1,Fournitures de bureau,FOU-ST-10004328,12-Nov-14,3,55.872,2755,167.832,08-Nov-14,SG-20350,Herten,1
Centre,0,Art,ES-2011-3630624,Normand Salmons,Vienne,"Boston Surligneurs, Tailles assorties",Prioritaire,Autriche,0,1,TR1,Fournitures de bureau,FOU-AR-10001493,07-Jun-14,2,7.92,4284,44.1,06-Jun-14,NS-18265,Vienne,0
Centre,0,Classeurs,IT-2011-2396037,Caresse Norbert,Île-de-France,"Acco Machine à relier, Durable",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-CL-10000338,01-Jan-15,5,63,8889,262.95,27-Dec-14,CN-12190,Villeparisis,0
Centre,0,Stockage,ES-2011-1808201,Eugène Nadeau,Normandie,"Eldon Dossiers, Industriel",Prioritaire,France,0.1,1,TR1,Fournitures de bureau,FOU-ST-10002520,15-Jul-14,5,-6.18,7002,78.57,13-Jul-14,EN-14020,Louviers,0
Nord,0,Éléments de fixation,IT-2011-2803139,Burkett Lereau,Dublin,"Accos Trombones, Tailles assorties",J+2,Irlande,0.5,0,TR2,Fournitures de bureau,FOU-ÉL-10003417,26-Dec-14,1,-5.655,5090,5.745,21-Dec-14,BL-12040,Dublin,1
Centre,1,Art,ES-2011-4154402,Christine LaCaille,Rhénanie-Palatinat,"Sanford Taille-crayon, Métal",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10000769,26-Jun-14,1,13.53,2897,27.09,22-Jun-14,CL-12805,Ludwigshafen,0
Centre,1,Électroménager,ES-2011-1846006,Pascal Busson,Île-de-France,"Breville Blender, Argent",Prioritaire,France,0.1,0,TR1,Fournitures de bureau,FOU-ÉL-10001810,02-Jan-15,3,29.943,1286,245.673,28-Dec-14,PB-18715,Paris,0
Centre,0,Classeurs,ES-2011-2677554,Marlon Josseaume,Rhénanie-du-Nord-Westphalie,"Cardinal Machine à relier, Recyclé",Le même jour,Allemagne,0,0,TR1,Fournitures de bureau,FOU-CL-10002137,30-Sep-14,5,52.5,2055,250.65,30-Sep-14,MJ-17320,Wuppertal,1
Centre,0,Bibliothèques,ES-2011-1647855,Donatien Du Trieux,Bretagne,"Bush Bibliothèque, Métal",Tarif normal,France,0.1,1,TR1,Mobilier,MOB-BI-10002995,24-Jul-14,3,55.269,4545,332.019,18-Jul-14,DD-13615,Landerneau,0
